title,price,location,room,bath,size,type,purpose,updated,link
Offering You 3000 Sq Ft Office To Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,16 June 2022,https://www.bproperty.com//en/property/details-5446416.html
"1800 Sq Ft Office Arena For Rent In Double Mooring, 24 No. North Agrabad Ward",1.8 Lakh,"Double Mooring, Chattogram",,,"1,800 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5521060.html
Explore This 2700 Sq Ft Commercial Space Ready For Rent At 22 No. Enayet Bazaar Ward,2.7 Lakh,"22 No. Enayet Bazaar Ward, Chattogram",,,"2,700 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5522738.html
Offering You Beautiful 3000 Sq Ft Office To Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,14 June 2022,https://www.bproperty.com//en/property/details-5446412.html
"3600 Sq Ft Nice Office For Rent At 24 No North Agrabad Ward, Double Mooring",3.6 Lakh,"Double Mooring, Chattogram",,,"3,600 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5521061.html
A Secured Office Area Of 3600 Sq Ft For Rent At Double Mooring,3.6 Lakh,"Double Mooring, Chattogram",,,"3,600 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5521059.html
A 1400 Square Ft. Nice Commercial Office For Rent At 15 No. Bagmoniram Ward Near To Max Hospital .,1.05 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,400 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5472832.html
"Develop Your Business In This 1800 Sq Ft Office For Rent At Double Mooring, 24 No. North Agrabad Ward",1.8 Lakh,"Double Mooring, Chattogram",,,"1,800 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5521062.html
A 720 Square Ft. Commercial Office For Rent At Luxmibazar Close To St. Gregory's High School & College.,80 Thousand,"Luxmibazar, Sutrapur, Dhaka",,,720 sqft,Office,For Rent,19 March 2023,https://www.bproperty.com//en/property/details-3696705.html
Build Your Business In This 4630 Sq Ft Office For Rent At 36 Goshail Danga Ward,2.55 Lakh,"36 Goshail Danga Ward, Chattogram",,,"4,630 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-4908200.html
"Well Developed Commercial Space Is Up For Rent In Chatogram Near Chatogram Cantonment Public College, Of 1500 Sq Ft",82.5 Thousand,"36 Goshail Danga Ward, Chattogram",,,"1,500 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-1739118.html
"An Office Space Is For Rent At Mohammadpur, Near Pc Culture Housing Jame Masjid",25 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",,,700 sqft,Office,For Rent,15 September 2022,https://www.bproperty.com//en/property/details-1994454.html
For Rental Purpose Well-constructed 3000 Sq Ft Office Is Now Up To Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,12 June 2022,https://www.bproperty.com//en/property/details-5446414.html
2000 Sq. Ft. Commercial Office For Rent In Mirpur -11 Near Purobi Cinema Hall,50 Thousand,"Block D, Section 11, Mirpur, Dhaka",,,"2,000 sqft",Office,For Rent,29 November 2022,https://www.bproperty.com//en/property/details-2008633.html
Set Up Your New 440 Sq. Ft Office In The Location Of Double Mooring Nearby Commerce College For Rent.,18.5 Thousand,"Double Mooring, Chattogram",,,440 sqft,Office,For Rent,1 September 2020,https://www.bproperty.com//en/property/details-2055883.html
"2745 Square Feet Large Commercial Speech Ready For Rent At Aurangzeb Road, Mohammadpur.",2.75 Lakh,"Mohammadpur, Dhaka",,,"2,745 sqft",Office,For Rent,6 February 2021,https://www.bproperty.com//en/property/details-5105928.html
A 1400 Sq Ft Nice Office Space Is Vacant For Rent At Port Connecting Road,49 Thousand,"11 No. South Kattali Ward, Chattogram",,,"1,400 sqft",Office,For Rent,8 October 2021,https://www.bproperty.com//en/property/details-5335490.html
"Wonderful Commercial Office Of 2400 Sq Ft Is Available For Rent In Sector 3, Uttara",2.2 Lakh,"Sector 3, Uttara, Dhaka",,,"2,400 sqft",Office,For Rent,22 September 2022,https://www.bproperty.com//en/property/details-5520113.html
"At 11 No. South Kattali Ward, A 1400 Sq Ft Office Is Up For Rent",49 Thousand,"11 No. South Kattali Ward, Chattogram",,,"1,400 sqft",Office,For Rent,16 January 2022,https://www.bproperty.com//en/property/details-5334798.html
6129 Sq Ft Office Arena For Rent In Banani-17,7.97 Lakh,"Banani, Dhaka",,,"6,129 sqft",Office,For Rent,20 April 2022,https://www.bproperty.com//en/property/details-4474050.html
"Come Across To A Great Commercial Setup In This 1200 Sq Ft Office Area For Rent, In 9 No. North Pahartali Ward",1.2 Lakh,"Noapara, 9 No. North Pahartali Ward, Chattogram",,,"1,200 sqft",Office,For Rent,16 November 2022,https://www.bproperty.com//en/property/details-5391383.html
Close To Green View Residential Area Jame Masjid A 1400 Square Feet Large Commercial Office For Rent,49 Thousand,"11 No. South Kattali Ward, Chattogram",,,"1,400 sqft",Office,For Rent,3 April 2023,https://www.bproperty.com//en/property/details-5335489.html
We Are Offering You This 4000 Sq Ft Office Arena For Rent In The Thriving Place Of South Khulshi,2.8 Lakh,"South Khulshi, Khulshi, Chattogram",,,"4,000 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-4294621.html
A Modern 3000 Sq Ft Office For Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,11 June 2022,https://www.bproperty.com//en/property/details-5446418.html
"A 13500 Sq Ft Commercial Space For Rent In C. r. Datta Road, Hatirpool",10.68 Lakh,"Hatirpool, Dhaka",,,"13,500 sqft",Office,For Rent,1 September 2021,https://www.bproperty.com//en/property/details-5203737.html
"If You Think About Making Profit In Your Business, Then Rent This Commercial Space In Double Mooring",19 Thousand,"Double Mooring, Chattogram",,,450 sqft,Office,For Rent,22 March 2023,https://www.bproperty.com//en/property/details-5388298.html
Let Us Assist You To Rent This Elegant 3000 Sq Ft Office In Gulshan-1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,16 June 2022,https://www.bproperty.com//en/property/details-5446417.html
A Nice 3000 Sq Ft Office Is Up For Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,8 June 2022,https://www.bproperty.com//en/property/details-5446402.html
Ready Office 3000 Sq Ft Is Now To Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,14 June 2022,https://www.bproperty.com//en/property/details-5446413.html
3000 Sq Ft Office Is Up For Rent In An Elegant Placement Of Gulshan-1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,8 June 2022,https://www.bproperty.com//en/property/details-5446403.html
"A 600 Sq Ft Useful Office Area Is For Rent Sector 10, Uttara",17 Thousand,"Sector 10, Uttara, Dhaka",,,600 sqft,Office,For Rent,25 March 2023,https://www.bproperty.com//en/property/details-5361751.html
Do Not Overlook This Modern 3000 Sq Ft office For Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,8 June 2022,https://www.bproperty.com//en/property/details-5446400.html
"Near Banani Thana, Office for rent in Banani",7.53 Lakh,"Banani, Dhaka",,,"2,152 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1973608.html
Delightful Commercial Office Available For Rent In Farmgate Of 1200 Sq Ft,48 Thousand,"Farmgate, Tejgaon, Dhaka",,,"1,200 sqft",Office,For Rent,14 August 2022,https://www.bproperty.com//en/property/details-5322607.html
Delightful Commercial Office Available For Rent In Farmgate Of 800 Sq Ft,35 Thousand,"Farmgate, Tejgaon, Dhaka",,,800 sqft,Office,For Rent,14 August 2022,https://www.bproperty.com//en/property/details-5322606.html
Take A Look At This 5062 Sq Ft Office To Rent In Gulshan 2,12.65 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"5,062 sqft",Office,For Rent,21 November 2022,https://www.bproperty.com//en/property/details-5517929.html
Delightful Commercial Office Available For Rent In Farmgate Of 1200 Sq Ft,48 Thousand,"Farmgate, Tejgaon, Dhaka",,,"1,200 sqft",Office,For Rent,14 August 2022,https://www.bproperty.com//en/property/details-5322605.html
"Best Location For Your Commercial Office, This 1400 Sq Ft Business Space Is Ready To Rent At 7 No. West Sholoshohor Ward",30 Thousand,"7 No. West Sholoshohor Ward, Chattogram",,,"1,400 sqft",Office,For Rent,19 March 2023,https://www.bproperty.com//en/property/details-5516514.html
"2600 Sq Ft Modern Office Arena Is Ready For Rent In Motijheel, Naya Paltan",1.3 Lakh,"Naya Paltan, Motijheel, Dhaka",,,"2,600 sqft",Office,For Rent,8 September 2022,https://www.bproperty.com//en/property/details-4788376.html
760 Square Feet Office Space Is Up For The Rent In Karwan Bazar,45 Thousand,"Tejgaon, Dhaka",,,760 sqft,Office,For Rent,1 October 2021,https://www.bproperty.com//en/property/details-4420887.html
958 Square Feet Office Space Is Available For The Rent In Green Road,95.8 Thousand,"Farmgate, Tejgaon, Dhaka",,,958 sqft,Office,For Rent,3 March 2021,https://www.bproperty.com//en/property/details-5168182.html
5050 Sq Ft Office Is Available To Rent in Shah Ali Bag,1.2 Lakh,"Shah Ali Bag, Section 1, Mirpur, Dhaka",,,"5,050 sqft",Office,For Rent,13 October 2022,https://www.bproperty.com//en/property/details-5513874.html
3500 Square Feet Quality Office Arena Is Ready For Rent In Uttara-3,1.25 Lakh,"Sector 3, Uttara, Dhaka",,,"3,500 sqft",Office,For Rent,29 September 2023,https://www.bproperty.com//en/property/details-3385484.html
This Exclusive Office Space Of 2400 Sq Ft Is Waiting For Rent In Dhanmondi,60 Thousand,"Dhanmondi, Dhaka",,,"2,400 sqft",Office,For Rent,21 June 2022,https://www.bproperty.com//en/property/details-4970917.html
We Are Presenting This 3000 Sq Ft Office For Rent Which Is Located In Baridhara,1.7 Lakh,"Block K, Baridhara, Dhaka",,,"3,000 sqft",Office,For Rent,21 July 2022,https://www.bproperty.com//en/property/details-5454982.html
1000 Sq Ft Office Is Available To Rent In Uttara,25 Thousand,"Sector 9, Uttara, Dhaka",,,"1,000 sqft",Office,For Rent,4 March 2023,https://www.bproperty.com//en/property/details-4895506.html
"Checkout This Commercial Space Which Is Ready For Rent, At Shahjadpur",1.3 Lakh,"Shahjadpur, Badda, Dhaka",,,"1,200 sqft",Office,For Rent,9 September 2022,https://www.bproperty.com//en/property/details-1986704.html
"Fully Fitted Office Space Of 950 Sq Ft Is Ready To Rent In Sector 12, Uttara",30 Thousand,"Sector 12, Uttara, Dhaka",,,950 sqft,Office,For Rent,30 September 2023,https://www.bproperty.com//en/property/details-3769191.html
"600 Sq Ft Commercial Office Waiting To Be Rented In Section 1, Mirpur",15 Thousand,"Section 1, Mirpur, Dhaka",,,600 sqft,Office,For Rent,24 September 2023,https://www.bproperty.com//en/property/details-4425729.html
Pursue This 2850 Sq Ft Commercial Space For Rent In Motijheel Road,2.28 Lakh,"Motijheel, Dhaka",,,"2,850 sqft",Office,For Rent,22 February 2023,https://www.bproperty.com//en/property/details-5198882.html
"This 2700 Sq Ft Commercial Office Space Is Up For Rent In A Most Demanded Location Of Sector 14, Uttara",3.24 Lakh,"Sector 14, Uttara, Dhaka",,,"2,700 sqft",Office,For Rent,19 March 2023,https://www.bproperty.com//en/property/details-3479690.html
550 Square Feet Commercial Space For Rent Is Available At Uttara-13,25 Thousand,"Sector 13, Uttara, Dhaka",,,550 sqft,Office,For Rent,20 November 2022,https://www.bproperty.com//en/property/details-5514233.html
"200 Sq Ft Commercial Office Waiting To Be Rented In Section 11, Mirpur",10 Thousand,"Block A, Section 11, Mirpur, Dhaka",,,200 sqft,Office,For Rent,20 September 2023,https://www.bproperty.com//en/property/details-1760157.html
"2400 Sq. Ft. Office For Rent Is Located At Uttara, Near To Uttara Central Masjid",70 Thousand,"Sector 1, Uttara, Dhaka",,,"2,400 sqft",Office,For Rent,3 March 2023,https://www.bproperty.com//en/property/details-1897036.html
Visit This Office Space Of 2600 Sq. Ft Is For Rent Located In Baridhara DOHS.,80 Thousand,"Baridhara DOHS, Dhaka",,,"2,600 sqft",Office,For Rent,30 May 2022,https://www.bproperty.com//en/property/details-5122637.html
400 Sq Ft Office Area For Rent In Dhanmondi,25 Thousand,"Dhanmondi, Dhaka",,,400 sqft,Office,For Rent,7 March 2023,https://www.bproperty.com//en/property/details-3011003.html
"In Motijheel Near Nrb Bank Limited, This Office Space Is Up For Rent.",5.25 Lakh,"Dilkusha Commercial Area, Motijheel, Dhaka",,,"7,000 sqft",Office,For Rent,24 September 2023,https://www.bproperty.com//en/property/details-1975045.html
See This Office Space For Rent Located In Motijheel Near To Nrb Bank Limited,5.25 Lakh,"Dilkusha Commercial Area, Motijheel, Dhaka",,,"7,000 sqft",Office,For Rent,24 September 2023,https://www.bproperty.com//en/property/details-1975047.html
"An Office Space Is Up For Rent Which Is Located In Motijheel, Nearby Bangladesh Agricultural Development Corporation",5.25 Lakh,"Dilkusha Commercial Area, Motijheel, Dhaka",,,"7,000 sqft",Office,For Rent,24 September 2023,https://www.bproperty.com//en/property/details-1975048.html
We Are Happy To Presents This 1500 Sq Ft Fitted Commercial Space Located In Sutrapur For Rent,1.5 Lakh,"Katherpul, Sutrapur, Dhaka",,,"1,500 sqft",Office,For Rent,18 March 2023,https://www.bproperty.com//en/property/details-5438838.html
"An Office Space Is Up For Rent Which Is Located In Motijheel, Nearby Nrb Bank Limited",5.25 Lakh,"Dilkusha Commercial Area, Motijheel, Dhaka",,,"7,000 sqft",Office,For Rent,24 September 2023,https://www.bproperty.com//en/property/details-1975049.html
Check This Lucrative Office Space Up For Rent In Motijheel Near To Nrb Bank Limited,5.25 Lakh,"Dilkusha Commercial Area, Motijheel, Dhaka",,,"7,000 sqft",Office,For Rent,24 September 2023,https://www.bproperty.com//en/property/details-1975046.html
900 Sq Ft Commercial Office Is Up For Rent In Uttara-12,20 Thousand,"Sector 12, Uttara, Dhaka",,,900 sqft,Office,For Rent,25 September 2023,https://www.bproperty.com//en/property/details-5066252.html
Ready 800 Sq Ft Office Is Now To Rent In Uttara,25 Thousand,"Sector 12, Uttara, Dhaka",,,800 sqft,Office,For Rent,24 August 2022,https://www.bproperty.com//en/property/details-2023153.html
6000 Square Feet Spacious Commercial Office For Rent At Kakrail - Circuit House Road,5.1 Lakh,"Kakrail, Dhaka",,,"6,000 sqft",Office,For Rent,26 September 2023,https://www.bproperty.com//en/property/details-3938431.html
View This 3520 Sq Ft Commercial Area Up For Rent In Mirpur,2.2 Lakh,"1st Colony, Mirpur, Dhaka",,,"3,520 sqft",Office,For Rent,26 September 2023,https://www.bproperty.com//en/property/details-5428181.html
2750 Sq Ft Open Floor Is For Rent In Motijheel Road,2.75 Lakh,"Motijheel, Dhaka",,,"2,750 sqft",Office,For Rent,5 September 2023,https://www.bproperty.com//en/property/details-5198890.html
See This Office Space For Rent Located In West Shewrapara Near To North Western College.,35 Thousand,"West Shewrapara, Mirpur, Dhaka",,,"1,000 sqft",Office,For Rent,21 September 2023,https://www.bproperty.com//en/property/details-1963262.html
1200 Square Feet Office Space For Rent At Kawran Bazar Road.,72 Thousand,"Karwan Bazar, Tejgaon, Dhaka",,,"1,200 sqft",Office,For Rent,10 November 2021,https://www.bproperty.com//en/property/details-3822673.html
"6000 Sq Ft Office Area With Essential Commercial Approaches Is Up For Rent In Kakrail, Circuit House Road",5.1 Lakh,"Kakrail, Dhaka",,,"6,000 sqft",Office,For Rent,26 September 2023,https://www.bproperty.com//en/property/details-3938436.html
4115 Sq. ft Spacious Office For Rent Near BWDB Jame Masjid In Banani .,7 Lakh,"Banani, Dhaka",,,"4,115 sqft",Office,For Rent,14 June 2021,https://www.bproperty.com//en/property/details-2026876.html
For Rental Purpose 3000 Sq Ft Office Is Now Up To Rent In Gulshan 1,2.25 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,000 sqft",Office,For Rent,12 June 2022,https://www.bproperty.com//en/property/details-5446411.html
"At Shahjadpur, Office for Rent close to Badda Thana",1.82 Lakh,"Shahjadpur, Badda, Dhaka",,,"2,600 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1986710.html
"5310 Sq Ft Commercial Space With Updated Fittings Is For Rent In Ecb Chattar, Cantonment",3.2 Lakh,"Cantonment, Dhaka",,,"5,310 sqft",Office,For Rent,5 March 2023,https://www.bproperty.com//en/property/details-5389639.html
"Grab This 1100 Sq Ft Office Ready For Rent In Mirpur, Ahmed Nagar",15 Thousand,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",,,"1,100 sqft",Office,For Rent,15 September 2023,https://www.bproperty.com//en/property/details-5602240.html
A 750 Square Feet Office Space Is Ready For The Rent In Karwan Bazar,30 Thousand,"Tejgaon, Dhaka",,,750 sqft,Office,For Rent,1 October 2021,https://www.bproperty.com//en/property/details-4420879.html
For Your Well-done Business An Office Of 3000 Sq Ft Is Ready For Rent In Baridhara,1.7 Lakh,"Block K, Baridhara, Dhaka",,,"3,000 sqft",Office,For Rent,1 February 2022,https://www.bproperty.com//en/property/details-5454980.html
"A Very Well Fitted 7,000 Sq Ft Business Space Is Up For Rent In Motijheel",5.25 Lakh,"Dilkusha Commercial Area, Motijheel, Dhaka",,,"7,000 sqft",Office,For Rent,24 September 2023,https://www.bproperty.com//en/property/details-4624347.html
A 1101 Square Feet Office Space For Rent In The Location Of Green Road.,1.1 Lakh,"Farmgate, Tejgaon, Dhaka",,,"1,101 sqft",Office,For Rent,2 March 2021,https://www.bproperty.com//en/property/details-5168181.html
"1000 Square Feet Office Space For Rent In Tejgaon, Farmgate",60 Thousand,"Farmgate, Tejgaon, Dhaka",,,"1,000 sqft",Office,For Rent,25 February 2022,https://www.bproperty.com//en/property/details-1952730.html
"A 1020 Sq Ft Commercial Space Is Available For Rent Which Is Located In Section 6, Mirpur",28 Thousand,"Block B, Section 6, Mirpur, Dhaka",,,"1,020 sqft",Office,For Rent,11 September 2023,https://www.bproperty.com//en/property/details-3677111.html
800 Sq. Ft. Office Is Ready For Rent In A Location Of Middle Badda,20 Thousand,"Middle Badda, Badda, Dhaka",,,800 sqft,Office,For Rent,18 September 2023,https://www.bproperty.com//en/property/details-1947506.html
Near Kacha Bazar Office Area For Rent In Nikunja-2,22 Thousand,"Nikunja 2, Nikunja, Dhaka",,,800 sqft,Office,For Rent,18 September 2023,https://www.bproperty.com//en/property/details-1888213.html
Wonderful Office Covering An Area Of 4115 Sq Ft Is Available For Rent In Banani,7 Lakh,"Banani, Dhaka",,,"4,115 sqft",Office,For Rent,14 June 2021,https://www.bproperty.com//en/property/details-2026877.html
Invest In This 1600 Sq Ft Commercial Space For Rent In Nikunja 2,80 Thousand,"Nikunja 2, Nikunja, Dhaka",,,"1,600 sqft",Office,For Rent,10 March 2023,https://www.bproperty.com//en/property/details-4074877.html
1500 Square Feet Convenient Office Is Ready For Rent In Uttara-15,1 Lakh,"Sector 15, Uttara, Dhaka",,,"1,500 sqft",Office,For Rent,15 September 2023,https://www.bproperty.com//en/property/details-5600541.html
3000 Sq. Ft. Ample Commercial Office Space Is Available For Rent In Baridhara,1.7 Lakh,"Block K, Baridhara, Dhaka",,,"3,000 sqft",Office,For Rent,1 February 2022,https://www.bproperty.com//en/property/details-5454981.html
In Middle Badda See This Office Space For Rent Located Near To Pubali Bank Limited,20 Thousand,"Middle Badda, Badda, Dhaka",,,800 sqft,Office,For Rent,18 September 2023,https://www.bproperty.com//en/property/details-1947514.html
"800 Sq. ft, Office For Rent In Cumilla Para Road, Middle Badda",20 Thousand,"Middle Badda, Badda, Dhaka",,,800 sqft,Office,For Rent,18 September 2023,https://www.bproperty.com//en/property/details-1947512.html
Fully Fitted Commercial Office Space Of 3000 Sq Ft Is Ready To Rent In Panchlaish.,3 Lakh,"Panchlaish, Chattogram",,,"3,000 sqft",Office,For Rent,18 March 2023,https://www.bproperty.com//en/property/details-4504901.html
"Grab This 2490 Sq Ft Commercial Floor Is For Rent In Uttara, Sector 4",1 Lakh,"Sector 4, Uttara, Dhaka",,,"2,490 sqft",Office,For Rent,3 March 2023,https://www.bproperty.com//en/property/details-3466918.html
A 1000 Square Feet Office Space For Rent At Kawran Bazar Road.,30 Thousand,"Karwan Bazar, Tejgaon, Dhaka",,,"1,000 sqft",Office,For Rent,16 August 2021,https://www.bproperty.com//en/property/details-5221676.html
This 700 Sq Ft Commercial Space For Rent At North Khulshi,15 Thousand,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",,,700 sqft,Office,For Rent,15 September 2023,https://www.bproperty.com//en/property/details-5537918.html
An Office Space Is Ready For Rent At Uttara-11.,1 Lakh,"Sector 11, Uttara, Dhaka",,,"2,200 sqft",Office,For Rent,27 February 2023,https://www.bproperty.com//en/property/details-2053700.html
Properly Constructed 1800 Sq Ft Office For Rent In Banani,2.1 Lakh,"Banani, Dhaka",,,"1,800 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1962106.html
"Remarkable 1000 Sq Ft Office Is Up For Rent, At 7 No. West Sholoshohor Ward.",25 Thousand,"7 No. West Sholoshohor Ward, Chattogram",,,"1,000 sqft",Office,For Rent,13 September 2023,https://www.bproperty.com//en/property/details-4753976.html
10875 Sq Ft Huge Office Space Is Up For Rent In Banani,5.5 Lakh,"Banani, Dhaka",,,"10,875 sqft",Office,For Rent,23 August 2022,https://www.bproperty.com//en/property/details-3953675.html
Start Your Business In This 10875 Sq Ft Office Space For Rent In Banani,5.5 Lakh,"Banani, Dhaka",,,"10,875 sqft",Office,For Rent,23 August 2022,https://www.bproperty.com//en/property/details-3953669.html
3800 Sq Ft Commercial Office Is Up For Rent At 7 No. West Sholoshohor Ward,3 Lakh,"7 No. West Sholoshohor Ward, Chattogram",,,"3,800 sqft",Office,For Rent,23 February 2023,https://www.bproperty.com//en/property/details-5556472.html
We Are Happy To Present This 3000 Sq Ft Fitted Office Located In Baridhara For Rent,1.7 Lakh,"Block K, Baridhara, Dhaka",,,"3,000 sqft",Office,For Rent,2 February 2022,https://www.bproperty.com//en/property/details-5454978.html
For Rent 800 Sq. Ft. Office In A Location Of Middle Badda Is Available,20 Thousand,"Middle Badda, Badda, Dhaka",,,800 sqft,Office,For Rent,18 September 2023,https://www.bproperty.com//en/property/details-1947510.html
"538 Sq Ft Commercial Space For Rent In Hatir Jheel Link Road, Tejgaon",1.3 Lakh,"Tejgaon, Dhaka",,,538 sqft,Office,For Rent,19 July 2020,https://www.bproperty.com//en/property/details-2034278.html
View This 3300 Square Feet Commercial Space For Rent In Banani,1.6 Lakh,"Banani, Dhaka",,,"3,300 sqft",Office,For Rent,14 September 2023,https://www.bproperty.com//en/property/details-3977359.html
This 1800 Sq. ft Commercial Office Ready For Rent At Halishahar Near Cambrian School And College,45 Thousand,"Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,800 sqft",Office,For Rent,6 August 2023,https://www.bproperty.com//en/property/details-5315978.html
"4400 Square Feet Spacious Office Arena Is Up For Rent In Tejgaon, Farmgate",2.3 Lakh,"Farmgate, Tejgaon, Dhaka",,,"4,400 sqft",Office,For Rent,23 July 2022,https://www.bproperty.com//en/property/details-5507266.html
Invest In This 1100 Sq Ft Office Space For Rent In Uttara-1,25 Thousand,"Sector 1, Uttara, Dhaka",,,"1,100 sqft",Office,For Rent,14 September 2023,https://www.bproperty.com//en/property/details-3302188.html
1100 Sq Ft Office Arena Is For Rent In Uttara-1,25 Thousand,"Sector 1, Uttara, Dhaka",,,"1,100 sqft",Office,For Rent,14 September 2023,https://www.bproperty.com//en/property/details-3302184.html
"Check This 1100 Sq Ft Office, Which Is Ready For Rent In Uttara-1",25 Thousand,"Sector 1, Uttara, Dhaka",,,"1,100 sqft",Office,For Rent,14 September 2023,https://www.bproperty.com//en/property/details-3302186.html
Office for Rent in Baridhara DOHS close to Baridhara DOHS Jame Masjid,1 Lakh,"Baridhara DOHS, Dhaka",,,"4,000 sqft",Office,For Rent,11 January 2022,https://www.bproperty.com//en/property/details-1956764.html
1800 Square Feet Commercial Office For Rent In Baitul Aman Housing Society,35 Thousand,"Baitul Aman Housing Society, Adabor, Dhaka",,,"1,800 sqft",Office,For Rent,29 August 2022,https://www.bproperty.com//en/property/details-4675123.html
"A 1650 Sq Ft Ready Office Is Here For Rent At Uttara, Near To Zam Zam Tower",45 Thousand,"Sector 13, Uttara, Dhaka",,,"1,650 sqft",Office,For Rent,14 March 2023,https://www.bproperty.com//en/property/details-1754128.html
A Relaxed Office Environment Is Being Offered By This 2871 Square Feet Commercial Space For Rent In Kakrail Road,1.44 Lakh,"Kakrail, Dhaka",,,"2,871 sqft",Office,For Rent,1 September 2022,https://www.bproperty.com//en/property/details-3782982.html
"778 Sq Ft Commercial Office Waiting To Be Rented In Dilkusha Commercial Area, Motijheel",54.58 Thousand,"Dilkusha Commercial Area, Motijheel, Dhaka",,,778 sqft,Office,For Rent,13 August 2023,https://www.bproperty.com//en/property/details-5594831.html
"An Excellent Office Is Vacant Right Now For Rental Purpose At Fakirapool, Which Is 3450 Sq Ft",3.79 Lakh,"Fakirapool, Motijheel, Dhaka",,,"3,450 sqft",Office,For Rent,10 September 2023,https://www.bproperty.com//en/property/details-4148304.html
Eminent And Enough Lax 2500 Sq. Ft. Commercial Space Up For Rent In Kemal Ataturk Avenue Near Social Islami Bank Limited,1.6 Lakh,"Banani, Dhaka",,,"2,500 sqft",Office,For Rent,14 September 2023,https://www.bproperty.com//en/property/details-1829838.html
1300 Sq. ft Office Space Is For Rent In Tikatuli,35 Thousand,"Tikatuli, Sutrapur, Dhaka",,,"1,300 sqft",Office,For Rent,22 February 2023,https://www.bproperty.com//en/property/details-3592891.html
Set Up Your New Office In The Busiest Location Of Tejgaon Nearby Karwan Bazar Ambar Shah Shahi Jame Masjid As A 2250 Sq. Ft. Office Space Is Prepared To Be Rented.,1.8 Lakh,"Karwan Bazar, Tejgaon, Dhaka",,,"2,250 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1824265.html
"250 Sq Ft Commercial Office Waiting To Be Rented In Sector 3, Uttara",18 Thousand,"Sector 3, Uttara, Dhaka",,,250 sqft,Office,For Rent,9 September 2023,https://www.bproperty.com//en/property/details-5600689.html
"400 Sq Ft Office Is For Rent In Road No 7, Sector 9, Uttara",12 Thousand,"Sector 9, Uttara, Dhaka",,,400 sqft,Office,For Rent,26 July 2020,https://www.bproperty.com//en/property/details-2037713.html
"Grab This 3520 Sq Ft Commercial Area For Rent In Mirpur, 1st Colony",2.2 Lakh,"1st Colony, Mirpur, Dhaka",,,"3,520 sqft",Office,For Rent,26 September 2023,https://www.bproperty.com//en/property/details-5428177.html
Well-constructed 2750 Sq Ft Commercial Office Is Ready For Rent At Banani,1.5 Lakh,"Banani, Dhaka",,,"2,750 sqft",Office,For Rent,17 January 2023,https://www.bproperty.com//en/property/details-2028669.html
A Desirable Commercial Office Of 1500 Sq Ft Is Ready For Rent At 7 No. West Sholoshohor Ward,97.5 Thousand,"7 No. West Sholoshohor Ward, Chattogram",,,"1,500 sqft",Office,For Rent,17 August 2022,https://www.bproperty.com//en/property/details-4205531.html
"Near Banani Thana, Office for rent in Banani",2.5 Lakh,"Banani, Dhaka",,,"3,200 sqft",Office,For Rent,24 January 2023,https://www.bproperty.com//en/property/details-1961279.html
