title,price,location,room,bath,size,type,purpose,updated,link
"1633 Sq Ft Open Floor Is For Rent In Satmasjid Road, Dhanmondi",1.63 Lakh,"Dhanmondi, Dhaka",,,"1,633 sqft",Floor,For Rent,28 November 2022,https://www.bproperty.com//en/property/details-4479462.html
"Smart Commercial Floor Of 1400 Sq Ft With Smart Service Package Is Now Up For Rent At Section 6, Mirpur",30 Thousand,"Block Ka, Section 6, Mirpur, Dhaka",,,"1,400 sqft",Floor,For Rent,23 May 2023,https://www.bproperty.com//en/property/details-4707765.html
Lucrative Business Space Up For Rent In Uttara Near To Daffodil International University,2.48 Lakh,"Sector 3, Uttara, Dhaka",,,"3,100 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1901788.html
A Commercial Space Is Available For Rent Which Is Located In West Khulshi R/a Nearby National Polytechnic College,37.59 Thousand,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",,,895 sqft,Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1988869.html
A Commercial Space Is Available For Rent In Gulshan 2 Nearby Institute of Hazrat Mohammad.,5 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"6,000 sqft",Floor,For Rent,24 August 2021,https://www.bproperty.com//en/property/details-1925519.html
"Make This 4200 Sq Ft Rental Office Your Business Location, Which Is Located In Mirpur",2.94 Lakh,"Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,10 November 2022,https://www.bproperty.com//en/property/details-5533206.html
Office for Rent in Bagmoniram nearby Bagmoniram Jame Masjid,1.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"2,500 sqft",Floor,For Rent,28 July 2022,https://www.bproperty.com//en/property/details-1994356.html
4200 Sq Ft Office Is Available To Rent In Mirpur 1,2.94 Lakh,"Section 1, Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,10 November 2022,https://www.bproperty.com//en/property/details-5533207.html
14000 Sq. Ft Commercial Space For Rent At Gulshan 2 Next To Gulshan Model School & College.,25.2 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"14,000 sqft",Floor,For Rent,9 March 2021,https://www.bproperty.com//en/property/details-4615099.html
"At Tejgaon Industrial Area, Shaheed Tajuddin Ahmed Avenue A 9500 Sq. Ft Commercial Floor For Rent.",12.35 Lakh,"Tejgaon Industrial Area, Tejgaon, Dhaka",,,"9,500 sqft",Floor,For Rent,10 April 2023,https://www.bproperty.com//en/property/details-4684287.html
"An Office Space Is Up For Rent Which Is Located In Shantinagar, Nearby Eastern Bank Limited (ebl)",1 Lakh,"Kakrail, Dhaka",,,"2,730 sqft",Floor,For Rent,22 August 2022,https://www.bproperty.com//en/property/details-1900532.html
15219 Sq Ft Office Is Available To Rent In Tejgaon Industrial Area,22.83 Lakh,"Tejgaon Industrial Area, Tejgaon, Dhaka",,,"15,219 sqft",Floor,For Rent,6 April 2023,https://www.bproperty.com//en/property/details-5529141.html
"View This Spacious 6200 Sq Ft Commercial Space For Rent In East Kazipara, Mirpur",4 Lakh,"East Kazipara, Mirpur, Dhaka",,,"6,200 sqft",Floor,For Rent,17 April 2023,https://www.bproperty.com//en/property/details-4241290.html
Close To Tejgaon Police Box A 9500 Square Feet Commercial Floor For Rent,12.35 Lakh,"Tejgaon Industrial Area, Tejgaon, Dhaka",,,"9,500 sqft",Floor,For Rent,10 April 2023,https://www.bproperty.com//en/property/details-4684288.html
8354 Sq Ft Commercial Space For Rent In A Prominent Location Of Gulshan 1,13.37 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"8,354 sqft",Floor,For Rent,15 June 2022,https://www.bproperty.com//en/property/details-5495667.html
"A 22,000 Sq Ft Commercial Open Space Is Available For Rent Which Is Located In Nikunja 2",20 Lakh,"Nikunja 2, Nikunja, Dhaka",,,"22,000 sqft",Floor,For Rent,22 September 2021,https://www.bproperty.com//en/property/details-3847465.html
View This 8354 Sq Ft Commercial Space For Rent In A Popular Area Of Gulshan 1,13.37 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"8,354 sqft",Floor,For Rent,15 June 2022,https://www.bproperty.com//en/property/details-5495668.html
An Open Space Is Available For Rent Which Is Located On Mirpur Nearby Jubaer Hotel & Restaurant,2 Lakh,"Section 7, Mirpur, Dhaka",,,"3,375 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1830515.html
A Convenient Commercial Floor Is Available For Rent In Gulshan 2 Near Gulshan Model School & College,2.8 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"2,800 sqft",Floor,For Rent,21 August 2021,https://www.bproperty.com//en/property/details-1924195.html
Are You Thinking Of Expanding Your Business? See This Amazing Business Space Covering Located In Gulshan Avenue Up For Rent Near To The Farmers Bank Limited,6.17 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,250 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1822594.html
"Invest In This 1500 Sq Ft Open Floor For Rent In Senpara Parbata, Mirpur",50 Thousand,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"1,500 sqft",Floor,For Rent,24 November 2022,https://www.bproperty.com//en/property/details-4345571.html
2415 Sq. ft Ready Office For Rent In Bagmoniram Nearby Bangladesh Mahila Samity Girls' High School and College.,1.69 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"2,415 sqft",Floor,For Rent,28 July 2022,https://www.bproperty.com//en/property/details-2009487.html
Office space is vacant for rent in CDA Avenue near to Southeast Bank Limited,70 Thousand,"East Nasirabad, Chattogram",,,"1,200 sqft",Floor,For Rent,26 December 2022,https://www.bproperty.com//en/property/details-1891108.html
A Commercial Space Is Available For Rent In Double Mooring Nearby Daffodil Institute of IT.,6.56 Lakh,"Double Mooring, Chattogram",,,"4,100 sqft",Floor,For Rent,18 March 2020,https://www.bproperty.com//en/property/details-2012724.html
This 4800 Sq Ft Large Commercial Open Floor Rent At Oxygen .,4.8 Lakh,"Bayazid, Chattogram",,,"4,800 sqft",Floor,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5325849.html
Obtain A Great Space In The Busiest Location Of Gulshan 1 As A 2459 Sq Ft Open Floor Is Ready And Vacant For Rent,6.15 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"2,459 sqft",Floor,For Rent,16 September 2021,https://www.bproperty.com//en/property/details-3837098.html
"2900 Sq Ft Commercial Space Is Up For Rent In West Kazipara, Mirpur",2.2 Lakh,"West Kazipara, Mirpur, Dhaka",,,"2,900 sqft",Floor,For Rent,20 June 2023,https://www.bproperty.com//en/property/details-4727662.html
We Are Offering You This 3450 Sq Ft Commercial Arena Ready For Rent At Jamal Khan,2.76 Lakh,"Jamal Khan, Chattogram",,,"3,450 sqft",Floor,For Rent,23 December 2022,https://www.bproperty.com//en/property/details-5539734.html
"A Very Well Fitted 2500 Sq Ft Commercial Floor Is Up For Rent In Madani Avenue, Badda",70 Thousand,"Madani Avenue, Natun Bazar, Badda, Dhaka",,,"2,500 sqft",Floor,For Rent,12 June 2023,https://www.bproperty.com//en/property/details-5582012.html
Set up your new office in the location of Uttara nearby Gausul Azam Jame Masjid as a 2200 Sq. Ft. is prepared to be rented.,3.08 Lakh,"Sector 13, Uttara, Dhaka",,,"2,200 sqft",Floor,For Rent,26 July 2021,https://www.bproperty.com//en/property/details-1858877.html
"A 1600 Sq Ft Commercial Space Is Available For Rent Which Is Located In 60 Ft Road, South Monipur Nearby South Monipur Jame Mosjid",40 Thousand,"South Monipur, Mirpur, Dhaka",,,"1,600 sqft",Floor,For Rent,9 March 2020,https://www.bproperty.com//en/property/details-2008091.html
"A 2000 Sq Ft Commercial Space Is Available For Rent Which Is Located In Section 12, Mirpur",50 Thousand,"Block A, Section 12, Mirpur, Dhaka",,,"2,000 sqft",Floor,For Rent,5 April 2023,https://www.bproperty.com//en/property/details-5563724.html
800 Sq Ft Commercial Space For Rent In Bagmoniram Near By Bagmoniram Jame Masjid,17 Thousand,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",,,800 sqft,Floor,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-2083885.html
"This 1300 SQ FT commercial office for rent is available in CDA Avenue, near Nasirabad Government High School Jame Mosque",1.95 Lakh,"East Nasirabad, Chattogram",,,"1,300 sqft",Floor,For Rent,5 May 2021,https://www.bproperty.com//en/property/details-1750673.html
5235 Sq Ft Commercial Space Is Ready For Rent At Gulshan,4.71 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"5,235 sqft",Floor,For Rent,26 April 2023,https://www.bproperty.com//en/property/details-3757868.html
Visit This 3700 Sq Ft Commercial Space For Rent In Dhanmondi,3.7 Lakh,"Dhanmondi, Dhaka",,,"3,700 sqft",Floor,For Rent,25 September 2022,https://www.bproperty.com//en/property/details-4163893.html
"3600 Square Feet Commercial Floor Is Up For Rent in Mirpur-1, Block G",4.68 Lakh,"Block G, Section 1, Mirpur, Dhaka",,,"3,600 sqft",Floor,For Rent,23 November 2021,https://www.bproperty.com//en/property/details-5410513.html
"1500 Sq Ft Office Area For Rent In Mirpur, East Kazipara",55 Thousand,"East Kazipara, Mirpur, Dhaka",,,"1,500 sqft",Floor,For Rent,16 June 2023,https://www.bproperty.com//en/property/details-3726529.html
"This Amazing Commercial Floor Of 6000 Sq Ft Is Located In Nasirabad Up For Rent At Section 7, Mirpur",1.1 Lakh,"Section 7, Mirpur, Dhaka",,,"6,000 sqft",Floor,For Rent,26 January 2022,https://www.bproperty.com//en/property/details-3847691.html
8023 Sq Ft Commercial Area With Different Business Scopes For Rent In Gulshan Avenue,12.84 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"8,023 sqft",Floor,For Rent,15 June 2022,https://www.bproperty.com//en/property/details-5495670.html
"In Uttara Nearby Asian University Of Bangladesh, Business Space Is Ready For Rent",2.48 Lakh,"Sector 3, Uttara, Dhaka",,,"3,100 sqft",Floor,For Rent,7 June 2021,https://www.bproperty.com//en/property/details-1901789.html
A Nice 2200 Square Feet Commercial Floor For Rent At Tejgaon Industrial Area,5.5 Lakh,"Tejgaon Industrial Area, Tejgaon, Dhaka",,,"2,200 sqft",Floor,For Rent,10 April 2023,https://www.bproperty.com//en/property/details-4684281.html
Lucrative Business Space Up For Rent In Uttara Near To Sonali Bank Limited,3.6 Lakh,"Sector 4, Uttara, Dhaka",,,"4,500 sqft",Floor,For Rent,4 January 2023,https://www.bproperty.com//en/property/details-1910100.html
A 3100 SQ FT Ideal Commercial Floor Is Up For Rent In The Location Of Uttara Near Azampur Bus Stop,2 Lakh,"Sector 3, Uttara, Dhaka",,,"3,100 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1999215.html
A 3100 SQ FT Ideal Commercial Floor Is Up For Rent In The Location Of Uttara Near Azampur Bus Stop,2 Lakh,"Sector 3, Uttara, Dhaka",,,"3,100 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1999225.html
Grab This Exclusive 8292 Sq Ft Commercial Space For Rent In Gulshan Avenue,13.27 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"8,292 sqft",Floor,For Rent,15 June 2022,https://www.bproperty.com//en/property/details-5495669.html
"A Business Space Is Up For Rent In The Location Of Mirpur, 2nd Colony",3.24 Lakh,"2nd Colony, Mirpur, Dhaka",,,"2,700 sqft",Floor,For Rent,24 September 2020,https://www.bproperty.com//en/property/details-2068221.html
"A 2500 Sq Ft Office Space Is For Rent Which Is Located On Banani, Nearby Royal University Of Dhaka.",3 Lakh,"Banani, Dhaka",,,"2,500 sqft",Floor,For Rent,27 March 2023,https://www.bproperty.com//en/property/details-1847579.html
1800 Sq Ft Commercial Office Space Of Best Quality Is To Rent In Mirpur-6,70 Thousand,"Block Ka, Section 6, Mirpur, Dhaka",,,"1,800 sqft",Floor,For Rent,26 July 2023,https://www.bproperty.com//en/property/details-5491262.html
Set Up Your New Office In The Location Of Malibagh Nearby Standard Bank Limited Which Is Prepared To Be Rented,2.1 Lakh,"Malibagh, Dhaka",,,"3,500 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1881519.html
"Office Space Is For Rent Which Is Located On DIT Road, Nearby Standard Bank Limited",2.1 Lakh,"Malibagh, Dhaka",,,"3,500 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1881516.html
A Lucrative Business Space Is Up For Rent In The Great Location Of Uttara Near Daffodil International University,2.48 Lakh,"Sector 3, Uttara, Dhaka",,,"3,100 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1901787.html
"A 2,350 Sq Ft Office Space Of Comfortable Size And Lucrative Build Is Available For Rent In Uttara Nearby Muaz Pharmacy",1 Lakh,"Sector 10, Uttara, Dhaka",,,"2,350 sqft",Floor,For Rent,24 March 2022,https://www.bproperty.com//en/property/details-1990471.html
Rent This 4620 Sq Ft Admirably Spacious Open Space In Mirpur Nearby Water Tank,2.31 Lakh,"Block D, Section 2, Mirpur, Dhaka",,,"4,620 sqft",Floor,For Rent,28 September 2022,https://www.bproperty.com//en/property/details-1999811.html
This 3400 Sq. Ft Commercial Office Ready For Rent At Halishahar Near To Baitur Rahman Jame Masjid,1.7 Lakh,"Halishahar, Chattogram",,,"3,400 sqft",Floor,For Rent,10 August 2020,https://www.bproperty.com//en/property/details-2043536.html
"Uttara features this 2,350 SQ FT satisfactorily designed office for rent near Harirampur Union Parishad",1 Lakh,"Sector 10, Uttara, Dhaka",,,"2,350 sqft",Floor,For Rent,24 March 2022,https://www.bproperty.com//en/property/details-1990470.html
"1800 Sq. Ft Work Space Is Available For Rent In Uttara, Sonargaon Janapath, Sector 7",2.4 Lakh,"Sector 7, Uttara, Dhaka",,,"1,800 sqft",Floor,For Rent,16 August 2020,https://www.bproperty.com//en/property/details-2047000.html
See This Office Space For Rent Located In Uttara Near To Commercial Bank Of Ceylon Plc,3.6 Lakh,"Sector 4, Uttara, Dhaka",,,"4,500 sqft",Floor,For Rent,3 June 2021,https://www.bproperty.com//en/property/details-1906517.html
Spacious Office Space Of 7500 Sq Ft Is Waiting For Rent In Uttar Khan,1.35 Lakh,"Uttar Khan, Dhaka",,,"7,500 sqft",Floor,For Rent,23 March 2022,https://www.bproperty.com//en/property/details-4962367.html
1600 Sq Ft Ample Commercial Space Is Available For Rent In South Monipur Nearby South Monipur Jame Mosjid,45 Thousand,"South Monipur, Mirpur, Dhaka",,,"1,600 sqft",Floor,For Rent,9 March 2020,https://www.bproperty.com//en/property/details-2008087.html
"Spend Less And Get More! Acquire This 3000 Sq Ft Exclusive Commercial Open Space Is Up For Rent In Sujat Nagar, Pallabi",2.4 Lakh,"Sujat Nagar, Pallabi, Mirpur, Dhaka",,,"3,000 sqft",Floor,For Rent,7 March 2022,https://www.bproperty.com//en/property/details-5363559.html
Exquisite Office Space Is Vacant For Rent In Uttara Near Daffodil International University,1.56 Lakh,"Sector 4, Uttara, Dhaka",,,"2,400 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1854562.html
Check This Commercial Floor For Rent In Uttara Sector 13 Near Gausul Azam Jame Masjid,3.05 Lakh,"Sector 13, Uttara, Dhaka",,,"3,050 sqft",Floor,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-1908904.html
"Wonderful Commercial Floor Of 7500 Sq Ft Is Available For Rent In Section 12, Mirpur",7.5 Lakh,"Block D, Section 12, Mirpur, Dhaka",,,"7,500 sqft",Floor,For Rent,18 June 2023,https://www.bproperty.com//en/property/details-5581298.html
"Spend Less And Get More! Acquire This 3700 Sq Ft Exclusive Commercial Open Space Is Up For Rent In Sujat Nagar, Pallabi",1.85 Lakh,"Sujat Nagar, Pallabi, Mirpur, Dhaka",,,"3,700 sqft",Floor,For Rent,7 March 2022,https://www.bproperty.com//en/property/details-5367904.html
14000 Sq Ft Commercial Space Is Up For Rent At Gulshan,25.2 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"14,000 sqft",Floor,For Rent,4 March 2021,https://www.bproperty.com//en/property/details-4615095.html
"At Mirpur, 4620 Sq Ft Well Fitted Business Space Is ready To Rent Near To Water Tank",2.31 Lakh,"Block D, Section 2, Mirpur, Dhaka",,,"4,620 sqft",Floor,For Rent,28 September 2022,https://www.bproperty.com//en/property/details-1999809.html
"2700 Sq Ft Commercial Floor For Rent In Mazar Road, 2nd Colony, Mirpur",3.24 Lakh,"2nd Colony, Mirpur, Dhaka",,,"2,700 sqft",Floor,For Rent,24 September 2020,https://www.bproperty.com//en/property/details-2068214.html
See This 600 Sq. Ft. Office Space Up For Rent In Uttara Near To Uttara Model Town Post Office,65 Thousand,"Sector 3, Uttara, Dhaka",,,600 sqft,Floor,For Rent,26 May 2023,https://www.bproperty.com//en/property/details-1830635.html
4919 Sq Ft Commercial Floor Of Best Quality Is Set For Rent In Gulshan 1,9.84 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"4,919 sqft",Floor,For Rent,18 July 2022,https://www.bproperty.com//en/property/details-5387963.html
Spacious Commercial Open Space Of 4200 Sq Ft Is Waiting For Rent In Tejgaon Industrial Area,10.5 Lakh,"Tejgaon Industrial Area, Tejgaon, Dhaka",,,"4,200 sqft",Floor,For Rent,8 May 2023,https://www.bproperty.com//en/property/details-4684282.html
7500 Sq Ft Commercial Floor With Great Facilities For Rent In Mirpur-12,7.5 Lakh,"Block D, Section 12, Mirpur, Dhaka",,,"7,500 sqft",Floor,For Rent,11 June 2023,https://www.bproperty.com//en/property/details-5581301.html
A Commercial Space Is Available For Rent Which Is Located In Uttara Nearby Islamabad Jame Masjid,1 Lakh,"Sector 10, Uttara, Dhaka",,,"2,350 sqft",Floor,For Rent,24 March 2022,https://www.bproperty.com//en/property/details-1989785.html
Wonderful Commercial Space Of 5000 Sq Ft Is Available For Rent In Mohammadpur,4.5 Lakh,"Tajmahal Road, Mohammadpur, Dhaka",,,"5,000 sqft",Floor,For Rent,17 August 2020,https://www.bproperty.com//en/property/details-2047391.html
"Use This 3300 Sq Ft Rental Property as Your Office, Located At Madarbari nearby Madarbari Jame Masjid",1 Lakh,"30 No. East Madarbari Ward, Chattogram",,,"3,300 sqft",Floor,For Rent,1 December 2020,https://www.bproperty.com//en/property/details-1998489.html
"Acquire This 1000 Sq Ft Commercial Space Which Is Up For Rent In Section 12, Mirpur",75 Thousand,"Block A, Section 12, Mirpur, Dhaka",,,"1,000 sqft",Floor,For Rent,5 June 2023,https://www.bproperty.com//en/property/details-5563715.html
Next To Chattogram Metropolitan Hospital This 2200 Sq. ft Commercial Space Is To Rent.,3.96 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"2,200 sqft",Floor,For Rent,27 October 2021,https://www.bproperty.com//en/property/details-5379234.html
This Amazing Business Space Of 3066 Sq Ft Is Located In Gulshan 2 Up For Rent,5.52 Lakh,"Gulshan 2, Gulshan, Dhaka",,,"3,066 sqft",Floor,For Rent,31 October 2021,https://www.bproperty.com//en/property/details-3482622.html
"970 Square Feet Commercial Office Space Is Up To Rent At Section 11, Mirpur",1.75 Lakh,"Block A, Section 11, Mirpur, Dhaka",,,970 sqft,Floor,For Rent,18 December 2022,https://www.bproperty.com//en/property/details-5401194.html
5059 Sq Ft Commercial Space Is Up For Rent In A Prominent Place Of Banani,9.11 Lakh,"Banani, Dhaka",,,"5,059 sqft",Floor,For Rent,13 May 2022,https://www.bproperty.com//en/property/details-4364374.html
View This 4700 Square Feet Open Floor Up For Rent In Gulshan 1,7.52 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"4,700 sqft",Floor,For Rent,7 June 2023,https://www.bproperty.com//en/property/details-5541577.html
4000 Square Feet Open Floor Is For Rent In The Prominent Area Of Gulshan 1,8 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"4,000 sqft",Floor,For Rent,7 June 2023,https://www.bproperty.com//en/property/details-5541595.html
Work In 2900 Sq Ft Rental Office In Sonargaon Janapath,2.61 Lakh,"Sector 12, Uttara, Dhaka",,,"2,900 sqft",Floor,For Rent,26 October 2022,https://www.bproperty.com//en/property/details-5527639.html
Take A Look At This 2900 Sq Ft Office To Rent In Uttara 12,2.61 Lakh,"Sector 12, Uttara, Dhaka",,,"2,900 sqft",Floor,For Rent,26 October 2022,https://www.bproperty.com//en/property/details-5527641.html
2900 Sq Ft Office Is Available To Rent In Sonargaon Janapath,2.61 Lakh,"Sector 12, Uttara, Dhaka",,,"2,900 sqft",Floor,For Rent,26 October 2022,https://www.bproperty.com//en/property/details-5527640.html
A Desirable Commercial Floor Of 2000 Sq Ft Is For Rent In 15 No. Bagmoniram Ward,2 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"2,000 sqft",Floor,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5379231.html
1870 Sq Ft Commercial Space Is For Rent In 15 No. Bagmoniram Ward,1.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,870 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379266.html
Commercial Floor Of 1870 Sq Ft Is Up For Rent In 15 No. Bagmoniram Ward,1.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,870 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379275.html
"Grab This Commercial Floor Of 1860 Sq Ft, Up For Rent In 15 No. Bagmoniram Ward",2 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,860 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379241.html
A Great Commercial Floor Of 1860 Sq Ft Is Up For Rent In 15 No. Bagmoniram Ward,1.7 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,860 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379242.html
"Strongly Structured This Commercial Floor Is Now Vacant For Rent In Harun Mollah Road, Pallabi",1.53 Lakh,"Sujat Nagar, Pallabi, Mirpur, Dhaka",,,"1,700 sqft",Floor,For Rent,7 March 2022,https://www.bproperty.com//en/property/details-5367901.html
A Spacious Commercial Floor Of 3040 Sq Ft Is Up For Rent In 15 No. Bagmoniram Ward,2.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"3,040 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379246.html
At Bagmoniram 1870 Sq Ft Commercial Space To Rent,1.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,870 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379254.html
15 No. Bagmoniram Ward Is Giving You A Great Commercial Floor For Rent,5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"6,220 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379263.html
"3000 Sq Ft Spacious Commercial Area Is For Rent In Mirpur, 1st Colony",1.2 Lakh,"1st Colony, Mirpur, Dhaka",,,"3,000 sqft",Floor,For Rent,24 May 2023,https://www.bproperty.com//en/property/details-5464083.html
1870 Sq Ft Commercial Arena For Rent In 15 No. Bagmoniram Ward,1.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,870 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379259.html
Commercial Floor Of 6220 Sq Ft With Great Features For Rent In 15 No. Bagmoniram Ward,4.9 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"6,220 sqft",Floor,For Rent,21 December 2022,https://www.bproperty.com//en/property/details-5379279.html
"Check This Readily Available 3400 Sq Ft Lucrative Business Space Up For Rent In Begum Rokeya Avenue, Mirpur",1.6 Lakh,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"3,400 sqft",Floor,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-5576364.html
"Invest In This 3000 Sq Ft Commercial Floor For Rent In Mirpur, 1st Colony",1.2 Lakh,"1st Colony, Mirpur, Dhaka",,,"3,000 sqft",Floor,For Rent,24 May 2023,https://www.bproperty.com//en/property/details-5464085.html
"Avail The Deal Of Renting This 1500 Sq Ft Commercial Space In Mirpur, 1st Colony",90 Thousand,"1st Colony, Mirpur, Dhaka",,,"1,500 sqft",Floor,For Rent,28 May 2023,https://www.bproperty.com//en/property/details-5578241.html
Commercial Open Floor Is On Rent In Cantoment Nearby Baitul Mamur Jame Masjid,5.1 Lakh,"Cantonment, Dhaka",,,"6,800 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1898893.html
"This 1500 Sq Ft Commercial Floor Is For Rent In Mirpur, 1st Colony",90 Thousand,"1st Colony, Mirpur, Dhaka",,,"1,500 sqft",Floor,For Rent,28 May 2023,https://www.bproperty.com//en/property/details-5578243.html
"View This 1500 Sq Ft Commercial Floor For Rent In Mirpur, 1st Colony",90 Thousand,"1st Colony, Mirpur, Dhaka",,,"1,500 sqft",Floor,For Rent,28 May 2023,https://www.bproperty.com//en/property/details-5578242.html
A 1520 Sq Ft Commercial Property To Rent In 26 No. North Halishahar Ward With Satisfactory Price,70 Thousand,"Block L, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",,,"1,520 sqft",Floor,For Rent,6 November 2021,https://www.bproperty.com//en/property/details-5198172.html
This 2200 Square Feet Commercial Space Is Ready To Rent At 15 No. Bagmoniram Ward.,3.96 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"2,200 sqft",Floor,For Rent,27 October 2021,https://www.bproperty.com//en/property/details-5379230.html
Lucrative Office Space Of 59480 Sq Ft Is For Rent In Nikunja 2,1.33 Crore,"Nikunja 2, Nikunja, Dhaka",,,"59,480 sqft",Floor,For Rent,20 May 2022,https://www.bproperty.com//en/property/details-5490323.html
Commercial Floor Covering An Area Of 3050 Sq Ft For Rent In Uttara Sector 13 Near Gausul Azam Jame Masjid,3.05 Lakh,"Sector 13, Uttara, Dhaka",,,"3,050 sqft",Floor,For Rent,31 August 2021,https://www.bproperty.com//en/property/details-1908899.html
A Commercial Space Is Available For Rent In Mohakhali Nearby Bank Asia Limited,3.5 Lakh,"Mohakhali, Dhaka",,,"7,000 sqft",Floor,For Rent,26 September 2021,https://www.bproperty.com//en/property/details-1937646.html
3300 Square Feet Commercial Space Is For Rent In Uttara 13,3.5 Lakh,"Sector 13, Uttara, Dhaka",,,"3,300 sqft",Floor,For Rent,12 December 2022,https://www.bproperty.com//en/property/details-2006685.html
A 2600 Sq. Ft. Lucrative Business Space Up For Rent In Double Mooring Near To Sonali Bank Atm,1.56 Lakh,"Double Mooring, Chattogram",,,"2,600 sqft",Floor,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-2012721.html
"1500 Sq Ft Commercial Space Is Available For Rent In Mirpur, 1st Colony",90 Thousand,"1st Colony, Mirpur, Dhaka",,,"1,500 sqft",Floor,For Rent,28 May 2023,https://www.bproperty.com//en/property/details-5578244.html
"1800 Square Feet Large Open Floor Ready For Rent At Sonargaon Janapath, Uttara",2.5 Lakh,"Sector 7, Uttara, Dhaka",,,"1,800 sqft",Floor,For Rent,16 August 2020,https://www.bproperty.com//en/property/details-2047005.html
Deal With Your Business In 2900 Sq Ft Office With A Convenient Price To Rent In Sonargaon Janapath,2.61 Lakh,"Sector 12, Uttara, Dhaka",,,"2,900 sqft",Floor,For Rent,26 October 2022,https://www.bproperty.com//en/property/details-5527638.html
A 1700 Square Feet Large Commercial Floor For Rent Next To BSMR Maritime University At Pallabi,1.36 Lakh,"Sujat Nagar, Pallabi, Mirpur, Dhaka",,,"1,700 sqft",Floor,For Rent,7 March 2022,https://www.bproperty.com//en/property/details-5367903.html
We Are Happy To Presents This 4200 Sq Ft Fitted Commercial Floor Located In East Rampura For Rent,6.72 Lakh,"East Rampura, Rampura, Dhaka",,,"4,200 sqft",Floor,For Rent,22 March 2023,https://www.bproperty.com//en/property/details-5560835.html
