title,price,location,room,bath,size,type,purpose,updated,link
We Have A 1700 Sq Ft Ready Flat For Rent In Banani Nearby Dhanmondi Kidney And General Hospital,85 Thousand,"Banani, Dhaka",3 Beds,4 Baths,"1,700 sqft",Apartment,For Rent,18 July 2023,https://www.bproperty.com//en/property/details-1813871.html
Take A Look To An Impressive Flat Of 3000 Sq Ft For Rent Located At Gulshan 1,1.2 Lakh,"Gulshan 1, Gulshan, Dhaka",3 Beds,4 Baths,"3,000 sqft",Apartment,For Rent,6 July 2023,https://www.bproperty.com//en/property/details-3058529.html
"Start Residing In This 1100 Sq Ft, Properly Developed Flat For Rent In West Raza Bazar Road, Tejgaon",28 Thousand,"Rajabazar, Tejgaon, Dhaka",3 Beds,3 Baths,"1,100 sqft",Apartment,For Rent,6 July 2023,https://www.bproperty.com//en/property/details-4072773.html
"Rent This 1060 Sq Ft Apartment In Banasree, Block M",18 Thousand,"Block M, Banasree, Dhaka",3 Beds,3 Baths,"1,060 sqft",Apartment,For Rent,12 July 2023,https://www.bproperty.com//en/property/details-5580537.html
"Well Built And Lovely Flat Of 1200 Sq Ft Is Unoccupied For Rent At Sector 9, Uttara",26 Thousand,"Sector 9, Uttara, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,12 July 2023,https://www.bproperty.com//en/property/details-3453864.html
"A 750 Sq Ft Ready Flat Is Here For Rent At West Dhanmondi R/a, Mohammadpur",12 Thousand,"Block B, Bochila West Dhanmondi R/A, Bochila, Mohammadpur, Dhaka",2 Beds,2 Baths,750 sqft,Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-5486904.html
Check This Fine Looking Flat Of 1000 Sq Ft Offered For Rent In Mirbag Notun Rasta,14 Thousand,"Maghbazar, Dhaka",2 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-3482872.html
"3200 Sq Ft Ready Apartment For Rent In Baridhara, Block K",1.6 Lakh,"Block K, Baridhara, Dhaka",4 Beds,4 Baths,"3,200 sqft",Apartment,For Rent,20 July 2023,https://www.bproperty.com//en/property/details-3797672.html
"Make This 2030 Sq Feet Nice Flat Yours, By Renting It In Indira Road, Tejgaon",60 Thousand,"Tejgaon, Dhaka",3 Beds,4 Baths,"2,030 sqft",Apartment,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-3811498.html
For Rental Purpose 1750 Square Feet Well-constructed Apartment Is Available In Agargaon,30 Thousand,"Taltola, Agargaon, Dhaka",4 Beds,4 Baths,"1,750 sqft",Apartment,For Rent,31 December 2022,https://www.bproperty.com//en/property/details-4709136.html
Get This 720 Square Feet Apartment Is For Rent In Shyamoli,17 Thousand,"Shyamoli, Dhaka",2 Beds,2 Baths,720 sqft,Apartment,For Rent,7 July 2023,https://www.bproperty.com//en/property/details-4018570.html
"Ready To Move In! Check This 1600 Sq. Ft Apartment For Rent In Sector 6, Uttara",40 Thousand,"Sector 6, Uttara, Dhaka",3 Beds,3 Baths,"1,600 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-3273496.html
"Have A Look At This 900 Sq Ft Property Which Is Up For Rent Located At Shah Shaheb Nagar, Middle Paikpara",15 Thousand,"Middle Paikpara, Mirpur, Dhaka",2 Beds,2 Baths,900 sqft,Apartment,For Rent,22 July 2023,https://www.bproperty.com//en/property/details-5590046.html
"This 1300 Sq Ft Well Defined Flat Is Now Vacant To Rent In Khondokar Goli Road, Shiddheswari",30 Thousand,"Shiddheswari, Dhaka",3 Beds,3 Baths,"1,300 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5587832.html
"Beautiful And Well-constructed 1100 Sq Ft Flat Is Ready To Rent At Shah Shaheb Nagar, Middle Paikpara",15 Thousand,"Middle Paikpara, Mirpur, Dhaka",3 Beds,3 Baths,"1,100 sqft",Apartment,For Rent,22 July 2023,https://www.bproperty.com//en/property/details-5590044.html
Visit This 720 Square Feet Apartment Is For Rent In Shyamoli,17 Thousand,"Shyamoli, Dhaka",2 Beds,2 Baths,720 sqft,Apartment,For Rent,7 July 2023,https://www.bproperty.com//en/property/details-4018567.html
Rarely Available This Residential Property Is Up For Rent At Khulshi.,70 Thousand,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",3 Beds,3 Baths,"2,200 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-3782255.html
"Reside In This 1300 Sq Ft Well Fitted Flat Which Is Located At Khondokar Goli Road, Shiddheswari",30 Thousand,"Shiddheswari, Dhaka",3 Beds,3 Baths,"1,300 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5587834.html
"An Affordable Apartment Of 850 Sq Ft Is Waiting For Rent In PC Culture Housing, Mohammadpur",15.5 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Baths,850 sqft,Apartment,For Rent,22 July 2023,https://www.bproperty.com//en/property/details-5538109.html
A Well-constructed 500 Sq Ft Small Flat For Rent In Khilkhet,10 Thousand,"Khilkhet, Dhaka",2 Beds,1 Bath,500 sqft,Apartment,For Rent,9 July 2023,https://www.bproperty.com//en/property/details-5097300.html
"Very Well Designed 1500 Sq Ft Residential Flat Is Unoccupied For Rent At Indira Road, Tejgaon",30 Thousand,"Farmgate, Tejgaon, Dhaka",3 Beds,3 Baths,"1,500 sqft",Apartment,For Rent,7 July 2023,https://www.bproperty.com//en/property/details-3707143.html
"Visit This 800 Sq Ft Residence Is Vacant For Rent In PC Culture Housing, Mohammadpur",15 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Baths,800 sqft,Apartment,For Rent,22 July 2023,https://www.bproperty.com//en/property/details-5538110.html
"Take A Look At This 3500 Sq Ft Apartment Up For Rent In Baridhara, Block K",2.8 Lakh,"Block K, Baridhara, Dhaka",4 Beds,4 Baths,"3,500 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5587846.html
Offering You A 2150 Sq Ft Flat For Rent In Banani Near To Dhaka International University,85 Thousand,"Banani, Dhaka",3 Beds,4 Baths,"2,150 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-1805220.html
"3500 Sq Ft Apartment With 4 Bedrooms Is For Rent In Baridhara, Block K",2.8 Lakh,"Block K, Baridhara, Dhaka",4 Beds,4 Baths,"3,500 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5587847.html
A Decent 3200 Sq Ft Flat Which Is Near To Dhaka International University Is Now For Rent In Banani,1.4 Lakh,"Banani, Dhaka",4 Beds,5 Baths,"3,200 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-1759953.html
Don’t Waste Your Valuable Time! You Can Take This 1400 Sq Ft Apartment For Rent In Foys Lake,22 Thousand,"Foys Lake, 9 No. North Pahartali Ward, Chattogram",3 Beds,3 Baths,"1,400 sqft",Apartment,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5516901.html
Strongly Constructed 1100 Sq Ft Home Is Available To Rent In Agargaon,22 Thousand,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",3 Beds,3 Baths,"1,100 sqft",Apartment,For Rent,2 January 2023,https://www.bproperty.com//en/property/details-4035663.html
"Live In This 720 Square Feet Apartment For Rent In Mohammadpur, Pc Culture Housing",17 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Baths,720 sqft,Apartment,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-4383056.html
Beautifully Constructed 1750 Sq Ft Apartment Is Available To Rent In Taltola,30 Thousand,"Taltola, Agargaon, Dhaka",4 Beds,4 Baths,"1,750 sqft",Apartment,For Rent,31 December 2022,https://www.bproperty.com//en/property/details-4709143.html
850 Sq Ft Flat For Rent In The Serene Location Of 10 No. North Kattali Ward,14 Thousand,"10 No. North Kattali Ward, Chattogram",2 Beds,2 Baths,850 sqft,Apartment,For Rent,23 February 2023,https://www.bproperty.com//en/property/details-5398416.html
Visit This 1250 SQFT Flat For Rent In Agargaon Taltola.,30 Thousand,"Taltola, Agargaon, Dhaka",3 Beds,3 Baths,"1,250 sqft",Apartment,For Rent,7 January 2023,https://www.bproperty.com//en/property/details-5546487.html
1300 Sq Ft Residential Apartment For Rent In South Banasree Project,24 Thousand,"South Banasree Project, Banasree, Dhaka",3 Beds,3 Baths,"1,300 sqft",Apartment,For Rent,17 January 2023,https://www.bproperty.com//en/property/details-5546280.html
Wonderful 1750 Sq Ft Flat Is Available To Rent In Agargaon,30 Thousand,"Taltola, Agargaon, Dhaka",4 Beds,4 Baths,"1,750 sqft",Apartment,For Rent,31 December 2022,https://www.bproperty.com//en/property/details-4709156.html
Settle In This 1600 Sq Ft Apartment Up For Rent At Khulshi,24 Thousand,"Khulshi Green Housing Society, Khulshi, Chattogram",3 Beds,3 Baths,"1,600 sqft",Apartment,For Rent,3 January 2023,https://www.bproperty.com//en/property/details-3580477.html
1550 SFT. Apartment Is Now Available For Rent In West Rampura,30 Thousand,"West Rampura, Rampura, Dhaka",3 Beds,3 Baths,"1,550 sqft",Apartment,For Rent,7 January 2023,https://www.bproperty.com//en/property/details-3675550.html
Grab This 1250 SQFT Flat Which Is Ready For Rent In Agargaon Taltola.,30 Thousand,"Taltola, Agargaon, Dhaka",3 Beds,3 Baths,"1,250 sqft",Apartment,For Rent,7 January 2023,https://www.bproperty.com//en/property/details-5546489.html
1250 SQFT Residential Apartment For Rent At Agargaon,30 Thousand,"Taltola, Agargaon, Dhaka",3 Beds,3 Baths,"1,250 sqft",Apartment,For Rent,7 January 2023,https://www.bproperty.com//en/property/details-5546493.html
Let Us Offer You This 1500 Sq Ft Flat For Rent In Agargaon,25 Thousand,"Agargaon, Dhaka",3 Beds,3 Baths,"1,500 sqft",Apartment,For Rent,9 January 2023,https://www.bproperty.com//en/property/details-4819067.html
"Dwell In This 1500 Sq Ft Flat For Rent In Agargaon, Kamal Soroni Road",25 Thousand,"Agargaon, Dhaka",3 Beds,3 Baths,"1,500 sqft",Apartment,For Rent,9 January 2023,https://www.bproperty.com//en/property/details-4819068.html
"Have A Look On This 1250 SQFT Flat For Rent In Taltola, Agargaon.",30 Thousand,"Taltola, Agargaon, Dhaka",3 Beds,3 Baths,"1,250 sqft",Apartment,For Rent,7 January 2023,https://www.bproperty.com//en/property/details-5546488.html
850 Sq Ft Flat For Rent At New Monsurabad,14 Thousand,"10 No. North Kattali Ward, Chattogram",2 Beds,2 Baths,850 sqft,Apartment,For Rent,31 January 2023,https://www.bproperty.com//en/property/details-5398414.html
Offering You Nice 1400 Sq Ft Apartment To Rent In Aftab Nagar,24 Thousand,"Block A, Aftab Nagar, Dhaka",3 Beds,3 Baths,"1,400 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-2048933.html
Lucrative Residential Apartment Of 1850 Sq Ft Is Up For Rent In Gulshan 2,95 Thousand,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Baths,"1,850 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-2027375.html
Wonderful 1200 SQ FT flat is available to Rent in West Agargaon,22 Thousand,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,2 January 2023,https://www.bproperty.com//en/property/details-2064690.html
A 1000 Sq Ft Nice And Comfortable Flat Is Up For Rent In Jamal Khan,20 Thousand,"Ashkar Dighir Par, Jamal Khan, Chattogram",2 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,6 July 2023,https://www.bproperty.com//en/property/details-5340033.html
An Apartment For Rent Covering A Beautiful Area In West Kafrul,14.5 Thousand,"West Kafrul, Taltola, Agargaon, Dhaka",2 Beds,2 Baths,800 sqft,Apartment,For Rent,29 October 2020,https://www.bproperty.com//en/property/details-2095466.html
An Apartment Of 1200 Sq. Ft Is Up To Rent In Goltek.,14 Thousand,"Cantonment, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,5 November 2020,https://www.bproperty.com//en/property/details-2098872.html
This Wonderful Flat Is Set For Rent With An Amazing Floor Plan Which Is 1250 Sq Ft In Agargaon,30 Thousand,"Taltola, Agargaon, Dhaka",3 Beds,3 Baths,"1,250 sqft",Apartment,For Rent,13 January 2023,https://www.bproperty.com//en/property/details-5546494.html
"1145 Sq Ft Flat With Well-constructed Rooms, Is Up For Rent In Mirpur-1",17 Thousand,"Shah Ali Bag, Section 1, Mirpur, Dhaka",3 Beds,3 Baths,"1,145 sqft",Apartment,For Rent,16 July 2023,https://www.bproperty.com//en/property/details-4976904.html
"Start a new home, in this 1050 SQ FT apartment for rent in Sholokbahar",16 Thousand,"Badurtala, Sholokbahar, Chattogram",3 Beds,2 Baths,"1,050 sqft",Apartment,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-5135814.html
Create your home in a 1050 SQ FT apartment for rent in Sholokbahar,17 Thousand,"Badurtala, Sholokbahar, Chattogram",3 Beds,3 Baths,"1,050 sqft",Apartment,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-3737707.html
Create your home in a 850 SQ FT apartment for rent in Badurtala,14 Thousand,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",2 Beds,2 Baths,850 sqft,Apartment,For Rent,6 December 2021,https://www.bproperty.com//en/property/details-3949902.html
You can move into this well planned and comfortable 1020 SQ FT Residential flat in Badurtala for rent,17 Thousand,"Badurtala, Sholokbahar, Chattogram",3 Beds,3 Baths,"1,020 sqft",Apartment,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-3737710.html
1050 Square Feet Residential Flat With 3 Bedrooms For Rent In Sholokbahar,17 Thousand,"Badurtala, Sholokbahar, Chattogram",3 Beds,3 Baths,"1,050 sqft",Apartment,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-3737708.html
1050 Square Feet Residential Flat With 3 Nice Bedrooms For Rent In Sholokbahar,16 Thousand,"Badurtala, Sholokbahar, Chattogram",3 Beds,3 Baths,"1,050 sqft",Apartment,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-3737709.html
"Fairly Spacious Apartment Of 3000 Sq Ft Is Ready For Rent In Baridhara, Park Road",1.2 Lakh,"Block K, Baridhara, Dhaka",3 Beds,3 Baths,"3,000 sqft",Apartment,For Rent,30 May 2022,https://www.bproperty.com//en/property/details-5122191.html
Offering You 900 Sq Ft Apartment For Rent In Shahi Residential Area,15 Thousand,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",2 Beds,2 Baths,900 sqft,Apartment,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-5135909.html
2200 Sq Ft Nice Residential Apartment Is Ready To Rent At Banani,85 Thousand,"Banani, Dhaka",3 Beds,4 Baths,"2,200 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-5343264.html
"Make This 3000 Sq Feet Decent Flat Yours, By Renting It In Khulshi Hill R/A",70 Thousand,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",4 Beds,5 Baths,"3,000 sqft",Apartment,For Rent,17 February 2023,https://www.bproperty.com//en/property/details-3287667.html
This Spacious Flat Of 2085 Square Feet Is Up For Rent In Bashundhara R/A,55 Thousand,"Block D, Bashundhara R-A, Dhaka",4 Beds,4 Baths,"2,085 sqft",Apartment,For Rent,12 July 2023,https://www.bproperty.com//en/property/details-5283053.html
"Reside at ease, in this 900 SQ FT flat for rent in Sholokbahar",11 Thousand,"Shahi Residential Area, Badurtala, Sholokbahar, Chattogram",2 Beds,2 Baths,900 sqft,Apartment,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-4444198.html
To Get A Trouble Free Life You Can Take Rent This 1300 Sq Ft Home In West Agargaon,22 Thousand,"Janata Housing, Sher- E- Banglanagar, West Agargaon, Agargaon, Dhaka",3 Beds,3 Baths,"1,300 sqft",Apartment,For Rent,2 January 2023,https://www.bproperty.com//en/property/details-3470367.html
For Rental Purpose 2250 Square Feet Flat Is Available In Banani,90 Thousand,"Banani, Dhaka",3 Beds,3 Baths,"2,250 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-4378623.html
1110 Sq Ft Flat With 2 Balconies For Rent At 24 No North Agrabad Ward,20 Thousand,"24 No. North Agrabad Ward, Double Mooring, Chattogram",3 Beds,3 Baths,"1,110 sqft",Apartment,For Rent,26 June 2023,https://www.bproperty.com//en/property/details-5501490.html
Your Desired Large 2 Bedroom Home In Badurtala Is Now Vacant For Rent,14 Thousand,"Badurtala, Sholokbahar, Chattogram",2 Beds,2 Baths,900 sqft,Apartment,For Rent,30 November 2021,https://www.bproperty.com//en/property/details-5135821.html
"1250 Sq Ft Flat For Rent In Taltola, Agargaon.",30 Thousand,"Taltola, Agargaon, Dhaka",3 Beds,3 Baths,"1,250 sqft",Apartment,For Rent,13 January 2023,https://www.bproperty.com//en/property/details-5546492.html
"1000 Sq Ft Apartment Is Ready For Rent In Aftab Nagar, Block E",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5587861.html
Great News! This 1200 Sq Ft Home For Rent In West Agargaon Which Can Be Your Next Destination,20 Thousand,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,27 June 2022,https://www.bproperty.com//en/property/details-4818195.html
"At Aftab Nagar, A Suitable Flat Is Up For Rent Which Is 1000 Sq Ft",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-5587863.html
"Grab A 1000 Sq Ft Flat For Rent At Block E, Aftab Nagar",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-5587862.html
"View This 1000 Sq Ft Apartment Ready For Rent In Aftab Nagar, Block E",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5587860.html
"Reside Conveniently In This Well Constructed 1000 Sq Ft Flat For Rent In Block E, Aftab Nagar",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-5587866.html
"Plan To Move In This 1000 Sq Ft Flat Which Is For Rent In Block E, Aftab Nagar",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-5587868.html
"Be The Resident Of This Beautiful Flat Of 1000 Sq Ft Which Is Vacant Now For Rent At Block E, Aftab Nagar",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-5587864.html
"A Beautiful Ready Flat With 3 Bedrooms Is Available For Rent At Block E, Aftab Nagar",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-5587867.html
"Lovely Apartment Of 720 Sq Ft Is Up For Rent In PC Culture Housing, Mohammadpur",15 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Baths,720 sqft,Apartment,For Rent,17 July 2023,https://www.bproperty.com//en/property/details-3411975.html
"Offering You A 1350 Sq Ft Nice Flat For Rent At Mohammadpur, PC Culture Housing",22 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",3 Beds,3 Baths,"1,350 sqft",Apartment,For Rent,2 July 2023,https://www.bproperty.com//en/property/details-4535735.html
Apartment For Rent In Paikpara Nearby Paikpara Jame Mosjod,14 Thousand,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,18 April 2022,https://www.bproperty.com//en/property/details-1870501.html
"Meet With A Fascinating 1000 Sq Ft Ready Flat For Rent In Block E, Aftab Nagar",22 Thousand,"Sector 1, Block E, Aftab Nagar, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-5587865.html
"Grab This 1150 Sq Ft Beautiful Flat Is Vacant For Rent In Dakkhin Paikpara, Mirpur",16 Thousand,"Mirpur, Dhaka",3 Beds,3 Baths,"1,150 sqft",Apartment,For Rent,5 July 2023,https://www.bproperty.com//en/property/details-4537783.html
2200 Sq Ft Nice Flat In Banani Is Now For Rent Nearby Dhaka International University,85 Thousand,"Banani, Dhaka",3 Beds,3 Baths,"2,200 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-1869529.html
"Ready To Move In! Check This 1200 Sq. Ft Apartment For Rent In Golden Street, Shyamoli",28 Thousand,"Shyamoli, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,5 July 2023,https://www.bproperty.com//en/property/details-5586785.html
"1700 Sq Ft Apartment For Rent Near Banani Supermarket, In Banani",80 Thousand,"Banani, Dhaka",3 Beds,4 Baths,"1,700 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-1858301.html
A Well-constructed 750 Sq Ft Flat Is Ready For Rent In South Kattali Close To South Kattali Jame Masjid,12 Thousand,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",2 Beds,2 Baths,750 sqft,Apartment,For Rent,4 July 2023,https://www.bproperty.com//en/property/details-1815497.html
Flat For Rent In 11 No. South Kattali Ward Near Noya Bazar Bus Stop,10 Thousand,"Green View Residential Area, 11 No. South Kattali Ward, Chattogram",2 Beds,2 Baths,755 sqft,Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-1878080.html
"1300 Square Feet Apartment Is Up For Rent In A Friendly Neighborhood Of Apon Society, 4 No Chandgaon Ward",26 Thousand,"Apon Society, Khatiber Hat, 4 No Chandgaon Ward, Chattogram",3 Beds,3 Baths,"1,300 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-3207967.html
"A Beautifully Constructed Apartment Of 1810 Sq Ft Is Vacant Right Now For Rent In Topkhana Road, Shegunbagicha",35 Thousand,"Shegunbagicha, Dhaka",3 Beds,4 Baths,"1,810 sqft",Apartment,For Rent,4 July 2023,https://www.bproperty.com//en/property/details-3098562.html
Have A Look At This 900 Sq Ft Property Which Is Up For Rent Located At East Rampura,16 Thousand,"East Rampura, Rampura, Dhaka",2 Beds,2 Baths,900 sqft,Apartment,For Rent,5 July 2023,https://www.bproperty.com//en/property/details-3225895.html
A Beautifully Constructed Apartment Of 700 Sq Ft Is Vacant Right Now For Rent In Pc Culture Housing,13 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,2 Baths,700 sqft,Apartment,For Rent,9 July 2023,https://www.bproperty.com//en/property/details-3356346.html
"Flat For Rent In Bayazid, Shahid Nagar",11.5 Thousand,"Banani Housing Society, Shahid Nagar, Bayazid, Chattogram",2 Beds,2 Baths,900 sqft,Apartment,For Rent,16 May 2023,https://www.bproperty.com//en/property/details-1900874.html
1200 Sq Ft Residential Apartment For Rent At Zakir Hossain By Lane,20 Thousand,"East Nasirabad, Chattogram",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,1 December 2022,https://www.bproperty.com//en/property/details-4332405.html
"1100 Sq Ft Beautiful Apartment Is Available For Rent In Badda, Khilbari Tek",20 Thousand,"Khilbari Tek, Badda, Dhaka",3 Beds,3 Baths,"1,100 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5563762.html
"2400 Sq Ft Nice Apartment Is Available For Rent In Baridhara, Block J",65 Thousand,"Block J, Baridhara, Dhaka",4 Beds,4 Baths,"2,400 sqft",Apartment,For Rent,4 July 2023,https://www.bproperty.com//en/property/details-5586510.html
"A Perfect Flat Of 1350 Sq Ft For Living With Family Is Available For Rent At Hill View R/A, Bayazid",20 Thousand,"Block A, Hill View R/A, Bayazid, Chattogram",3 Beds,3 Baths,"1,350 sqft",Apartment,For Rent,20 August 2023,https://www.bproperty.com//en/property/details-5521589.html
"Lovely Apartment Of 1100 Sq Ft Is Up For Rent In Khilbari Tek, Badda",20 Thousand,"Khilbari Tek, Badda, Dhaka",3 Beds,3 Baths,"1,100 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5563769.html
A Flat For Residential Purpose In The Hub Of Khilgaon With 1145 Sq Ft Is Up For Rent.,22 Thousand,"Ward 23, Chowdhuripara, Khilgaon, Dhaka",3 Beds,2 Baths,"1,145 sqft",Apartment,For Rent,9 July 2023,https://www.bproperty.com//en/property/details-3567866.html
Finely Constructed 1800 Sq Ft Flat For Rent In Muradpur Nearby The King Of Chatogram,24 Thousand,"Nasirabad Housing Society, Muradpur, Chattogram",3 Beds,3 Baths,"1,800 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-1721552.html
"We Bring You A Beautiful And Distinct Flat Of 900 Sq Ft For Rent In Block A, Aftab Nagar",20 Thousand,"Block A, Aftab Nagar, Dhaka",2 Beds,2 Baths,900 sqft,Apartment,For Rent,9 July 2023,https://www.bproperty.com//en/property/details-3732807.html
"A Nicely Constructed Apartment Of 1100 Sq Ft Is Available Right Now For Rent In Khilbari Tek, Badda",20 Thousand,"Khilbari Tek, Badda, Dhaka",3 Beds,3 Baths,"1,100 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5563770.html
"Choose To Live In This 600 Sq Ft Flat For Rent, Ready To Provide A Fine Residential Experience In Khilkhet",12 Thousand,"Khilkhet, Dhaka",2 Beds,2 Baths,600 sqft,Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-4777456.html
"Start Residing In This 1200 Sq Ft, Properly Developed Flat For Rent In Old Elephant Road, Maghbazar",22 Thousand,"Maghbazar, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-3627094.html
A Very Nice 2000 Sq Ft Flat Is Now Available For Rent Near By Chawkview Market In Chawk Bazaar,40 Thousand,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",3 Beds,3 Baths,"2,000 sqft",Apartment,For Rent,12 May 2023,https://www.bproperty.com//en/property/details-1736617.html
"Get This Well Defined 720 Sq Ft Flat For Rent In Jahuri Moholla, Mohammadpur",16 Thousand,"Jahuri Moholla, Mohammadpur, Dhaka",2 Beds,2 Baths,720 sqft,Apartment,For Rent,8 July 2023,https://www.bproperty.com//en/property/details-3004567.html
"We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 1800 Sq Ft Space In Mansurabad Housing Society, Adabor",28 Thousand,"Mansurabad Housing Society, Adabor, Dhaka",3 Beds,3 Baths,"1,800 sqft",Apartment,For Rent,23 June 2023,https://www.bproperty.com//en/property/details-5583841.html
This 1350 Sq Ft Well Defined Flat Is Now Vacant To Rent In Baridhara DOHS,45 Thousand,"Baridhara DOHS, Dhaka",3 Beds,3 Baths,"1,350 sqft",Apartment,For Rent,8 July 2023,https://www.bproperty.com//en/property/details-5102847.html
We Got A 1800 Sq Ft Flat For Rent In This Mansurabad Housing Society Area Which Is Very Affordable And Lovely.,28 Thousand,"Mansurabad Housing Society, Adabor, Dhaka",3 Beds,3 Baths,"1,800 sqft",Apartment,For Rent,23 June 2023,https://www.bproperty.com//en/property/details-5583843.html
